dataset,tree_type,flip_percentage,parameters,fold,accuracy
Australian,OCT,20,0.1,4,0.5872093023255814
Australian,OCT,20,1,4,0.5872093023255814
Australian,OCT,20,10,4,0.5872093023255814
Australian,OCT,20,100,4,0.5872093023255814
Australian,OCT,20,1000,4,0.5872093023255814
Australian,OCT,20,10000,4,0.5872093023255814
Australian,OCT,30,1e-05,1,0.8352601156069364
Australian,OCT,30,0.0001,1,0.838150289017341
Australian,OCT,30,0.001,1,0.8323699421965318
Australian,OCT,30,0.01,1,0.8367052023121387
Australian,OCT,30,0.1,1,0.6820809248554913
Australian,OCT,30,1,1,0.5433526011560693
Australian,OCT,30,10,1,0.5433526011560693
Australian,OCT,30,100,1,0.5433526011560693
Australian,OCT,30,1000,1,0.5433526011560693
Australian,OCT,30,10000,1,0.5433526011560693
Australian,OCT,30,1e-05,2,0.8034682080924855
Australian,OCT,30,0.0001,2,0.8034682080924855
Australian,OCT,30,0.001,2,0.8034682080924855
Australian,OCT,30,0.01,2,0.8034682080924855
Australian,OCT,30,0.1,2,0.7254335260115607
Australian,OCT,30,1,2,0.5606936416184971
Australian,OCT,30,10,2,0.5606936416184971
Australian,OCT,30,100,2,0.5606936416184971
Australian,OCT,30,1000,2,0.5606936416184971
Australian,OCT,30,10000,2,0.5606936416184971
Australian,OCT,30,1e-05,3,0.7936046511627907
Australian,OCT,30,0.0001,3,0.8081395348837209
Australian,OCT,30,0.001,3,0.7906976744186046
Australian,OCT,30,0.01,3,0.7965116279069767
Australian,OCT,30,0.1,3,0.5290697674418605
Australian,OCT,30,1,3,0.5290697674418605
Australian,OCT,30,10,3,0.5290697674418605
Australian,OCT,30,100,3,0.5290697674418605
Australian,OCT,30,1000,3,0.5290697674418605
Australian,OCT,30,10000,3,0.5290697674418605
Australian,OCT,30,1e-05,4,0.8604651162790697
Australian,OCT,30,0.0001,4,0.8604651162790697
Australian,OCT,30,0.001,4,0.8604651162790697
Australian,OCT,30,0.01,4,0.8604651162790697
Australian,OCT,30,0.1,4,0.5872093023255814
Australian,OCT,30,1,4,0.5872093023255814
Australian,OCT,30,10,4,0.5872093023255814
Australian,OCT,30,100,4,0.5872093023255814
Australian,OCT,30,1000,4,0.5872093023255814
Australian,OCT,30,10000,4,0.5872093023255814
Australian,OCT,40,1e-05,1,0.7861271676300579
Australian,OCT,40,0.0001,1,0.7861271676300579
Australian,OCT,40,0.001,1,0.7861271676300579
Australian,OCT,40,0.01,1,0.7861271676300579
Australian,OCT,40,0.1,1,0.5433526011560693
Australian,OCT,40,1,1,0.5433526011560693
Australian,OCT,40,10,1,0.5433526011560693
Australian,OCT,40,100,1,0.5433526011560693
Australian,OCT,40,1000,1,0.5433526011560693
Australian,OCT,40,10000,1,0.5433526011560693
Australian,OCT,40,1e-05,2,0.6242774566473989
Australian,OCT,40,0.0001,2,0.6242774566473989
Australian,OCT,40,0.001,2,0.6242774566473989
Australian,OCT,40,0.01,2,0.6416184971098265
Australian,OCT,40,0.1,2,0.5606936416184971
Australian,OCT,40,1,2,0.5606936416184971
Australian,OCT,40,10,2,0.5606936416184971
Australian,OCT,40,100,2,0.5606936416184971
Australian,OCT,40,1000,2,0.5606936416184971
Australian,OCT,40,10000,2,0.5606936416184971
Australian,OCT,40,1e-05,3,0.6802325581395349
Australian,OCT,40,0.0001,3,0.6802325581395349
Australian,OCT,40,0.001,3,0.6802325581395349
Australian,OCT,40,0.01,3,0.6802325581395349
Australian,OCT,40,0.1,3,0.5290697674418605
Australian,OCT,40,1,3,0.5290697674418605
Australian,OCT,40,10,3,0.5290697674418605
Australian,OCT,40,100,3,0.5290697674418605
Australian,OCT,40,1000,3,0.5290697674418605
Australian,OCT,40,10000,3,0.5290697674418605
Australian,OCT,40,1e-05,4,0.5813953488372093
Australian,OCT,40,0.0001,4,0.5813953488372093
Australian,OCT,40,0.001,4,0.7034883720930233
Australian,OCT,40,0.01,4,0.5813953488372093
Australian,OCT,40,0.1,4,0.5872093023255814
Australian,OCT,40,1,4,0.5872093023255814
Australian,OCT,40,10,4,0.4127906976744186
Australian,OCT,40,100,4,0.4127906976744186
Australian,OCT,40,1000,4,0.4127906976744186
Australian,OCT,40,10000,4,0.4127906976744186
Heart,OCT,0,1e-05,1,0.6911764705882353
Heart,OCT,0,0.0001,1,0.7647058823529411
Heart,OCT,0,0.001,1,0.7352941176470589
Heart,OCT,0,0.01,1,0.6911764705882353
Heart,OCT,0,0.1,1,0.6911764705882353
Heart,OCT,0,1,1,0.5
Heart,OCT,0,10,1,0.5
Heart,OCT,0,100,1,0.5
Heart,OCT,0,1000,1,0.5
Heart,OCT,0,10000,1,0.5
Heart,OCT,0,1e-05,2,0.7647058823529411
Heart,OCT,0,0.0001,2,0.8382352941176471
Heart,OCT,0,0.001,2,0.8088235294117647
Heart,OCT,0,0.01,2,0.8676470588235294
Heart,OCT,0,0.1,2,0.7794117647058824
Heart,OCT,0,1,2,0.6029411764705882
Heart,OCT,0,10,2,0.6029411764705882
Heart,OCT,0,100,2,0.6029411764705882
Heart,OCT,0,1000,2,0.6029411764705882
Heart,OCT,0,10000,2,0.6029411764705882
Heart,OCT,0,1e-05,3,0.7313432835820896
Heart,OCT,0,0.0001,3,0.746268656716418
Heart,OCT,0,0.001,3,0.7014925373134329
Heart,OCT,0,0.01,3,0.7164179104477612
Heart,OCT,0,0.1,3,0.7164179104477612
Heart,OCT,0,1,3,0.5522388059701493
Heart,OCT,0,10,3,0.5522388059701493
Heart,OCT,0,100,3,0.5522388059701493
Heart,OCT,0,1000,3,0.5522388059701493
Heart,OCT,0,10000,3,0.5522388059701493
Heart,OCT,0,1e-05,4,0.6567164179104478
Heart,OCT,0,0.0001,4,0.7313432835820896
Heart,OCT,0,0.001,4,0.6716417910447762
Heart,OCT,0,0.01,4,0.7611940298507462
Heart,OCT,0,0.1,4,0.7313432835820896
Heart,OCT,0,1,4,0.5671641791044776
Heart,OCT,0,10,4,0.5671641791044776
Heart,OCT,0,100,4,0.5671641791044776
Heart,OCT,0,1000,4,0.5671641791044776
Heart,OCT,0,10000,4,0.5671641791044776
Heart,OCT,20,1e-05,1,0.7205882352941176
Heart,OCT,20,0.0001,1,0.75
Heart,OCT,20,0.001,1,0.7647058823529411
Heart,OCT,20,0.01,1,0.7352941176470589
Heart,OCT,20,0.1,1,0.7647058823529411
Heart,OCT,20,1,1,0.5294117647058824
Heart,OCT,20,10,1,0.5294117647058824
Heart,OCT,20,100,1,0.5294117647058824
Heart,OCT,20,1000,1,0.5294117647058824
Heart,OCT,20,10000,1,0.5294117647058824
Heart,OCT,20,1e-05,2,0.7058823529411765
Heart,OCT,20,0.0001,2,0.7058823529411765
Heart,OCT,20,0.001,2,0.8235294117647058
Heart,OCT,20,0.01,2,0.7352941176470589
Heart,OCT,20,0.1,2,0.7058823529411765
Heart,OCT,20,1,2,0.5147058823529411
Heart,OCT,20,10,2,0.5147058823529411
Heart,OCT,20,100,2,0.5147058823529411
Heart,OCT,20,1000,2,0.5147058823529411
Heart,OCT,20,10000,2,0.5147058823529411
Heart,OCT,20,1e-05,3,0.7910447761194029
Heart,OCT,20,0.0001,3,0.746268656716418
Heart,OCT,20,0.001,3,0.7611940298507462
Heart,OCT,20,0.01,3,0.6417910447761194
Heart,OCT,20,0.1,3,0.746268656716418
Heart,OCT,20,1,3,0.5074626865671642
Heart,OCT,20,10,3,0.5074626865671642
Heart,OCT,20,100,3,0.5074626865671642
Heart,OCT,20,1000,3,0.5074626865671642
Heart,OCT,20,10000,3,0.5074626865671642
Heart,OCT,20,1e-05,4,0.6268656716417911
Heart,OCT,20,0.0001,4,0.7014925373134329
Heart,OCT,20,0.001,4,0.7611940298507462
Heart,OCT,20,0.01,4,0.7611940298507462
Heart,OCT,20,0.1,4,0.6865671641791045
Heart,OCT,20,1,4,0.6716417910447762
Heart,OCT,20,10,4,0.6716417910447762
Heart,OCT,20,100,4,0.6716417910447762
Heart,OCT,20,1000,4,0.6716417910447762
Heart,OCT,20,10000,4,0.6716417910447762
Heart,OCT,30,1e-05,1,0.6323529411764706
Heart,OCT,30,0.0001,1,0.5147058823529411
Heart,OCT,30,0.001,1,0.6911764705882353
Heart,OCT,30,0.01,1,0.6764705882352942
Heart,OCT,30,0.1,1,0.7205882352941176
Heart,OCT,30,1,1,0.5147058823529411
Heart,OCT,30,10,1,0.5147058823529411
Heart,OCT,30,100,1,0.5147058823529411
Heart,OCT,30,1000,1,0.5147058823529411
Heart,OCT,30,10000,1,0.5147058823529411
Heart,OCT,30,1e-05,2,0.6176470588235294
Heart,OCT,30,0.0001,2,0.7647058823529411
Heart,OCT,30,0.001,2,0.6764705882352942
Heart,OCT,30,0.01,2,0.6470588235294118
Heart,OCT,30,0.1,2,0.7647058823529411
Heart,OCT,30,1,2,0.5588235294117647
Heart,OCT,30,10,2,0.5588235294117647
Heart,OCT,30,100,2,0.5588235294117647
Heart,OCT,30,1000,2,0.5588235294117647
Heart,OCT,30,10000,2,0.5588235294117647
Heart,OCT,30,1e-05,3,0.746268656716418
Heart,OCT,30,0.0001,3,0.6716417910447762
Heart,OCT,30,0.001,3,0.7761194029850746
Heart,OCT,30,0.01,3,0.6865671641791045
Heart,OCT,30,0.1,3,0.7164179104477612
Heart,OCT,30,1,3,0.5522388059701493
Heart,OCT,30,10,3,0.5522388059701493
Heart,OCT,30,100,3,0.5522388059701493
Heart,OCT,30,1000,3,0.5522388059701493
Heart,OCT,30,10000,3,0.5522388059701493
Heart,OCT,30,1e-05,4,0.746268656716418
Heart,OCT,30,0.0001,4,0.6119402985074627
Heart,OCT,30,0.001,4,0.5671641791044776
Heart,OCT,30,0.01,4,0.5671641791044776
Heart,OCT,30,0.1,4,0.8507462686567164
Heart,OCT,30,1,4,0.40298507462686567
Heart,OCT,30,10,4,0.40298507462686567
Heart,OCT,30,100,4,0.40298507462686567
Heart,OCT,30,1000,4,0.40298507462686567
Heart,OCT,30,10000,4,0.40298507462686567
Heart,OCT,40,1e-05,1,0.5882352941176471
Heart,OCT,40,0.0001,1,0.47058823529411764
Heart,OCT,40,0.001,1,0.6176470588235294
Heart,OCT,40,0.01,1,0.6764705882352942
Heart,OCT,40,0.1,1,0.7647058823529411
Heart,OCT,40,1,1,0.4852941176470588
Heart,OCT,40,10,1,0.4852941176470588
Heart,OCT,40,100,1,0.4852941176470588
Heart,OCT,40,1000,1,0.4852941176470588
Heart,OCT,40,10000,1,0.4852941176470588
BreastCancer,OCT,0,1e-05,1,0.6114285714285714
BreastCancer,OCT,0,0.0001,1,0.8971428571428571
BreastCancer,OCT,0,0.001,1,0.9428571428571428
BreastCancer,OCT,0,0.01,1,0.9771428571428571
BreastCancer,OCT,0,0.1,1,0.9428571428571428
BreastCancer,OCT,0,1,1,0.6114285714285714
BreastCancer,OCT,0,10,1,0.6114285714285714
BreastCancer,OCT,0,100,1,0.6114285714285714
BreastCancer,OCT,0,1000,1,0.6114285714285714
BreastCancer,OCT,0,10000,1,0.6114285714285714
BreastCancer,OCT,0,1e-05,2,0.9142857142857143
BreastCancer,OCT,0,0.0001,2,0.9371428571428572
BreastCancer,OCT,0,0.001,2,0.9142857142857143
BreastCancer,OCT,0,0.01,2,0.92
BreastCancer,OCT,0,0.1,2,0.9028571428571428
BreastCancer,OCT,0,1,2,0.6342857142857142
BreastCancer,OCT,0,10,2,0.6342857142857142
BreastCancer,OCT,0,100,2,0.6342857142857142
BreastCancer,OCT,0,1000,2,0.6342857142857142
BreastCancer,OCT,0,10000,2,0.6342857142857142
BreastCancer,OCT,0,1e-05,3,0.9371428571428572
BreastCancer,OCT,0,0.0001,3,0.9542857142857143
BreastCancer,OCT,0,0.001,3,0.96
BreastCancer,OCT,0,0.01,3,0.9142857142857143
BreastCancer,OCT,0,0.1,3,0.9142857142857143
BreastCancer,OCT,0,1,3,0.7028571428571428
BreastCancer,OCT,0,10,3,0.7028571428571428
BreastCancer,OCT,0,100,3,0.7028571428571428
BreastCancer,OCT,0,1000,3,0.7028571428571428
BreastCancer,OCT,0,10000,3,0.7028571428571428
BreastCancer,OCT,0,1e-05,4,0.9367816091954023
BreastCancer,OCT,0,0.0001,4,0.9310344827586207
BreastCancer,OCT,0,0.001,4,0.9425287356321839
BreastCancer,OCT,0,0.01,4,0.9367816091954023
BreastCancer,OCT,0,0.1,4,0.9195402298850575
BreastCancer,OCT,0,1,4,0.6724137931034483
BreastCancer,OCT,0,10,4,0.6724137931034483
BreastCancer,OCT,0,100,4,0.6724137931034483
BreastCancer,OCT,0,1000,4,0.6724137931034483
BreastCancer,OCT,0,10000,4,0.6724137931034483
BreastCancer,OCT,20,1e-05,1,0.8914285714285715
BreastCancer,OCT,20,0.0001,1,0.8057142857142857
BreastCancer,OCT,20,0.001,1,0.8057142857142857
BreastCancer,OCT,20,0.01,1,0.9085714285714286
BreastCancer,OCT,20,0.1,1,0.9085714285714286
BreastCancer,OCT,20,1,1,0.7085714285714285
BreastCancer,OCT,20,10,1,0.7085714285714285
BreastCancer,OCT,20,100,1,0.7085714285714285
BreastCancer,OCT,20,1000,1,0.7085714285714285
BreastCancer,OCT,20,10000,1,0.7085714285714285
BreastCancer,OCT,20,1e-05,2,0.9085714285714286
BreastCancer,OCT,20,0.0001,2,0.9085714285714286
BreastCancer,OCT,20,0.001,2,0.88
BreastCancer,OCT,20,0.01,2,0.8914285714285715
BreastCancer,OCT,20,0.1,2,0.8971428571428571
BreastCancer,OCT,20,1,2,0.6514285714285715
BreastCancer,OCT,20,10,2,0.6514285714285715
BreastCancer,OCT,20,100,2,0.6514285714285715
BreastCancer,OCT,20,1000,2,0.6514285714285715
BreastCancer,OCT,20,10000,2,0.6514285714285715
BreastCancer,OCT,20,1e-05,3,0.9028571428571428
BreastCancer,OCT,20,0.0001,3,0.9542857142857143
BreastCancer,OCT,20,0.001,3,0.9314285714285714
BreastCancer,OCT,20,0.01,3,0.9542857142857143
BreastCancer,OCT,20,0.1,3,0.9028571428571428
BreastCancer,OCT,20,1,3,0.6457142857142857
BreastCancer,OCT,20,10,3,0.6457142857142857
BreastCancer,OCT,20,100,3,0.6457142857142857
BreastCancer,OCT,20,1000,3,0.6457142857142857
BreastCancer,OCT,20,10000,3,0.6457142857142857
BreastCancer,OCT,20,1e-05,4,0.6149425287356322
BreastCancer,OCT,20,0.0001,4,0.6149425287356322
BreastCancer,OCT,20,0.001,4,0.9310344827586207
BreastCancer,OCT,20,0.01,4,0.9252873563218391
BreastCancer,OCT,20,0.1,4,0.8908045977011494
BreastCancer,OCT,20,1,4,0.6149425287356322
BreastCancer,OCT,20,10,4,0.6149425287356322
BreastCancer,OCT,20,100,4,0.6149425287356322
BreastCancer,OCT,20,1000,4,0.6149425287356322
BreastCancer,OCT,20,10000,4,0.6149425287356322
BreastCancer,OCT,30,1e-05,1,0.9314285714285714
BreastCancer,OCT,30,0.0001,1,0.9428571428571428
BreastCancer,OCT,30,0.001,1,0.9314285714285714
BreastCancer,OCT,30,0.01,1,0.9485714285714286
BreastCancer,OCT,30,0.1,1,0.9485714285714286
BreastCancer,OCT,30,1,1,0.6342857142857142
BreastCancer,OCT,30,10,1,0.6342857142857142
BreastCancer,OCT,30,100,1,0.6342857142857142
BreastCancer,OCT,30,1000,1,0.6342857142857142
BreastCancer,OCT,30,10000,1,0.6342857142857142
BreastCancer,OCT,30,1e-05,2,0.8571428571428571
BreastCancer,OCT,30,0.0001,2,0.8742857142857143
BreastCancer,OCT,30,0.001,2,0.8457142857142858
BreastCancer,OCT,30,0.01,2,0.8685714285714285
BreastCancer,OCT,30,0.1,2,0.8457142857142858
BreastCancer,OCT,30,1,2,0.6628571428571428
BreastCancer,OCT,30,10,2,0.6628571428571428
BreastCancer,OCT,30,100,2,0.6628571428571428
BreastCancer,OCT,30,1000,2,0.6628571428571428
BreastCancer,OCT,30,10000,2,0.6628571428571428
BreastCancer,OCT,30,1e-05,3,0.8971428571428571
BreastCancer,OCT,30,0.0001,3,0.9085714285714286
BreastCancer,OCT,30,0.001,3,0.9257142857142857
BreastCancer,OCT,30,0.01,3,0.9314285714285714
BreastCancer,OCT,30,0.1,3,0.8971428571428571
BreastCancer,OCT,30,1,3,0.6857142857142857
BreastCancer,OCT,30,10,3,0.6857142857142857
BreastCancer,OCT,30,100,3,0.6857142857142857
BreastCancer,OCT,30,1000,3,0.6857142857142857
BreastCancer,OCT,30,10000,3,0.6857142857142857
BreastCancer,OCT,30,1e-05,4,0.8563218390804598
BreastCancer,OCT,30,0.0001,4,0.8563218390804598
BreastCancer,OCT,30,0.001,4,0.8505747126436781
BreastCancer,OCT,30,0.01,4,0.9310344827586207
BreastCancer,OCT,30,0.1,4,0.9310344827586207
BreastCancer,OCT,30,1,4,0.6379310344827587
BreastCancer,OCT,30,10,4,0.6379310344827587
BreastCancer,OCT,30,100,4,0.6379310344827587
BreastCancer,OCT,30,1000,4,0.6379310344827587
BreastCancer,OCT,30,10000,4,0.6379310344827587
BreastCancer,OCT,40,1e-05,1,0.7485714285714286
BreastCancer,OCT,40,0.0001,1,0.84
BreastCancer,OCT,40,0.001,1,0.7542857142857143
BreastCancer,OCT,40,0.01,1,0.9085714285714286
BreastCancer,OCT,40,0.1,1,0.9085714285714286
BreastCancer,OCT,40,1,1,0.6914285714285714
BreastCancer,OCT,40,10,1,0.6914285714285714
BreastCancer,OCT,40,100,1,0.6914285714285714
BreastCancer,OCT,40,1000,1,0.6914285714285714
BreastCancer,OCT,40,10000,1,0.6914285714285714
BreastCancer,OCT,40,1e-05,2,0.7028571428571428
BreastCancer,OCT,40,0.0001,2,0.9142857142857143
BreastCancer,OCT,40,0.001,2,0.8857142857142857
dataset,tree_type,flip_percentage,parameters,fold,accuracy
Ionosphere,OCT,0,1e-05,1,0.875
Ionosphere,OCT,0,0.0001,1,0.8181818181818182
Ionosphere,OCT,0,0.001,1,0.8522727272727273
Ionosphere,OCT,0,0.01,1,0.8522727272727273
Ionosphere,OCT,0,0.1,1,0.8181818181818182
Ionosphere,OCT,0,1,1,0.6818181818181818
Ionosphere,OCT,0,10,1,0.6818181818181818
Ionosphere,OCT,0,100,1,0.6818181818181818
Ionosphere,OCT,0,1000,1,0.6818181818181818
Ionosphere,OCT,0,10000,1,0.6818181818181818
Ionosphere,OCT,0,1e-05,2,0.8295454545454546
Ionosphere,OCT,0,0.0001,2,0.8295454545454546
Ionosphere,OCT,0,0.001,2,0.8295454545454546
Ionosphere,OCT,0,0.01,2,0.8295454545454546
Ionosphere,OCT,0,0.1,2,0.7613636363636364
Ionosphere,OCT,0,1,2,0.5795454545454546
Ionosphere,OCT,0,10,2,0.5795454545454546
Ionosphere,OCT,0,100,2,0.5795454545454546
Ionosphere,OCT,0,1000,2,0.5795454545454546
Ionosphere,OCT,0,10000,2,0.5795454545454546
Ionosphere,OCT,0,1e-05,3,0.7045454545454546
Ionosphere,OCT,0,0.0001,3,0.7840909090909091
Ionosphere,OCT,0,0.001,3,0.7727272727272727
Ionosphere,OCT,0,0.01,3,0.7727272727272727
Ionosphere,OCT,0,0.1,3,0.7045454545454546
Ionosphere,OCT,0,1,3,0.6363636363636364
Ionosphere,OCT,0,10,3,0.6363636363636364
Ionosphere,OCT,0,100,3,0.6363636363636364
Ionosphere,OCT,0,1000,3,0.6363636363636364
Ionosphere,OCT,0,10000,3,0.6363636363636364
Ionosphere,OCT,0,1e-05,4,0.8160919540229885
Ionosphere,OCT,0,0.0001,4,0.7126436781609196
Ionosphere,OCT,0,0.001,4,0.8505747126436781
Ionosphere,OCT,0,0.01,4,0.8505747126436781
Ionosphere,OCT,0,0.1,4,0.8160919540229885
Ionosphere,OCT,0,1,4,0.6666666666666666
Ionosphere,OCT,0,10,4,0.6666666666666666
Ionosphere,OCT,0,100,4,0.6666666666666666
Ionosphere,OCT,0,1000,4,0.6666666666666666
Ionosphere,OCT,0,10000,4,0.6666666666666666
Ionosphere,OCT,20,1e-05,1,0.8181818181818182
Ionosphere,OCT,20,0.0001,1,0.6590909090909091
Ionosphere,OCT,20,0.001,1,0.7386363636363636
Ionosphere,OCT,20,0.01,1,0.8068181818181818
Ionosphere,OCT,20,0.1,1,0.7954545454545454
Ionosphere,OCT,20,1,1,0.6136363636363636
Ionosphere,OCT,20,10,1,0.6136363636363636
Ionosphere,OCT,20,100,1,0.6136363636363636
Ionosphere,OCT,20,1000,1,0.6136363636363636
Ionosphere,OCT,20,10000,1,0.6136363636363636
Ionosphere,OCT,20,1e-05,2,0.7272727272727273
Ionosphere,OCT,20,0.0001,2,0.8068181818181818
Ionosphere,OCT,20,0.001,2,0.8068181818181818
Ionosphere,OCT,20,0.01,2,0.8295454545454546
Ionosphere,OCT,20,0.1,2,0.7159090909090909
Ionosphere,OCT,20,1,2,0.6590909090909091
Ionosphere,OCT,20,10,2,0.6590909090909091
Ionosphere,OCT,20,100,2,0.6590909090909091
Ionosphere,OCT,20,1000,2,0.6590909090909091
Ionosphere,OCT,20,10000,2,0.6590909090909091
Ionosphere,OCT,20,1e-05,3,0.75
Ionosphere,OCT,20,0.0001,3,0.7272727272727273
Ionosphere,OCT,20,0.001,3,0.7727272727272727
Ionosphere,OCT,20,0.01,3,0.7727272727272727
Ionosphere,OCT,20,0.1,3,0.7727272727272727
Ionosphere,OCT,20,1,3,0.6590909090909091
Ionosphere,OCT,20,10,3,0.6590909090909091
Ionosphere,OCT,20,100,3,0.6590909090909091
Ionosphere,OCT,20,1000,3,0.6590909090909091
Ionosphere,OCT,20,10000,3,0.6590909090909091
Ionosphere,OCT,20,1e-05,4,0.8160919540229885
Ionosphere,OCT,20,0.0001,4,0.7701149425287356
Ionosphere,OCT,20,0.001,4,0.7701149425287356
Ionosphere,OCT,20,0.01,4,0.7471264367816092
Ionosphere,OCT,20,0.1,4,0.7931034482758621
Ionosphere,OCT,20,1,4,0.632183908045977
Ionosphere,OCT,20,10,4,0.632183908045977
Ionosphere,OCT,20,100,4,0.632183908045977
Ionosphere,OCT,20,1000,4,0.632183908045977
Ionosphere,OCT,20,10000,4,0.632183908045977
Ionosphere,OCT,30,1e-05,1,0.7159090909090909
Ionosphere,OCT,30,0.0001,1,0.7954545454545454
Ionosphere,OCT,30,0.001,1,0.6136363636363636
Ionosphere,OCT,30,0.01,1,0.7954545454545454
Ionosphere,OCT,30,0.1,1,0.7954545454545454
Ionosphere,OCT,30,1,1,0.625
Ionosphere,OCT,30,10,1,0.625
Ionosphere,OCT,30,100,1,0.625
Ionosphere,OCT,30,1000,1,0.625
Ionosphere,OCT,30,10000,1,0.625
Ionosphere,OCT,30,1e-05,2,0.6590909090909091
Ionosphere,OCT,30,0.0001,2,0.6704545454545454
Ionosphere,OCT,30,0.001,2,0.7272727272727273
Ionosphere,OCT,30,0.01,2,0.6477272727272727
Ionosphere,OCT,30,0.1,2,0.6022727272727273
Ionosphere,OCT,30,1,2,0.6022727272727273
Ionosphere,OCT,30,10,2,0.6022727272727273
Ionosphere,OCT,30,100,2,0.6022727272727273
Ionosphere,OCT,30,1000,2,0.6022727272727273
Ionosphere,OCT,30,10000,2,0.6022727272727273
Ionosphere,OCT,30,1e-05,3,0.7386363636363636
Ionosphere,OCT,30,0.0001,3,0.75
Ionosphere,OCT,30,0.001,3,0.7613636363636364
Ionosphere,OCT,30,0.01,3,0.7840909090909091
Ionosphere,OCT,30,0.1,3,0.8295454545454546
Ionosphere,OCT,30,1,3,0.6477272727272727
Ionosphere,OCT,30,10,3,0.6477272727272727
Ionosphere,OCT,30,100,3,0.6477272727272727
Ionosphere,OCT,30,1000,3,0.6477272727272727
Ionosphere,OCT,30,10000,3,0.6477272727272727
Ionosphere,OCT,30,1e-05,4,0.8160919540229885
Ionosphere,OCT,30,0.0001,4,0.7701149425287356
Ionosphere,OCT,30,0.001,4,0.735632183908046
Ionosphere,OCT,30,0.01,4,0.7816091954022989
Ionosphere,OCT,30,0.1,4,0.8160919540229885
Ionosphere,OCT,30,1,4,0.6896551724137931
Ionosphere,OCT,30,10,4,0.6896551724137931
Ionosphere,OCT,30,100,4,0.6896551724137931
Ionosphere,OCT,30,1000,4,0.6896551724137931
Ionosphere,OCT,30,10000,4,0.6896551724137931
