dataset,tree_type,flip_percentage,parameters,fold,accuracy
Ionosphere,CART,30,0.01,4,0.8160919540229885
Ionosphere,CART,30,0.1,4,0.6551724137931034
Ionosphere,CART,30,1,4,0.6551724137931034
Ionosphere,CART,30,10,4,0.6551724137931034
Ionosphere,CART,40,0.01,1,0.8181818181818182
Ionosphere,CART,40,0.1,1,0.6704545454545454
Ionosphere,CART,40,1,1,0.6704545454545454
Ionosphere,CART,40,10,1,0.6704545454545454
Ionosphere,CART,40,0.01,2,0.7045454545454546
Ionosphere,CART,40,0.1,2,0.6704545454545454
Ionosphere,CART,40,1,2,0.6704545454545454
Ionosphere,CART,40,10,2,0.6704545454545454
Ionosphere,CART,40,0.01,3,0.7272727272727273
Ionosphere,CART,40,0.1,3,0.6477272727272727
Ionosphere,CART,40,1,3,0.6477272727272727
Ionosphere,CART,40,10,3,0.6477272727272727
Ionosphere,CART,40,0.01,4,0.6781609195402298
Ionosphere,CART,40,0.1,4,0.5747126436781609
Ionosphere,CART,40,1,4,0.5747126436781609
Ionosphere,CART,40,10,4,0.5747126436781609
MONK's,CART,20,0.01,1,0.7962962962962963
MONK's,CART,20,0.1,1,0.5092592592592593
MONK's,CART,20,1,1,0.5092592592592593
MONK's,CART,20,10,1,0.5092592592592593
MONK's,CART,20,0.01,2,0.7592592592592593
MONK's,CART,20,0.1,2,0.5277777777777778
MONK's,CART,20,1,2,0.5277777777777778
MONK's,CART,20,10,2,0.5277777777777778
MONK's,CART,20,0.01,3,0.6851851851851852
MONK's,CART,20,0.1,3,0.4444444444444444
MONK's,CART,20,1,3,0.4444444444444444
MONK's,CART,20,10,3,0.4444444444444444
MONK's,CART,20,0.01,4,0.7592592592592593
MONK's,CART,20,0.1,4,0.46296296296296297
MONK's,CART,20,1,4,0.46296296296296297
MONK's,CART,20,10,4,0.46296296296296297
MONK's,CART,30,0.01,1,0.8611111111111112
MONK's,CART,30,0.1,1,0.5370370370370371
MONK's,CART,30,1,1,0.5370370370370371
MONK's,CART,30,10,1,0.5370370370370371
MONK's,CART,30,0.01,2,0.7777777777777778
MONK's,CART,30,0.1,2,0.46296296296296297
MONK's,CART,30,1,2,0.46296296296296297
MONK's,CART,30,10,2,0.46296296296296297
MONK's,CART,30,0.01,3,0.7129629629629629
MONK's,CART,30,0.1,3,0.4722222222222222
MONK's,CART,30,1,3,0.4722222222222222
MONK's,CART,30,10,3,0.4722222222222222
MONK's,CART,30,0.01,4,0.8518518518518519
MONK's,CART,30,0.1,4,0.4537037037037037
MONK's,CART,30,1,4,0.4537037037037037
MONK's,CART,30,10,4,0.4537037037037037
MONK's,CART,40,0.01,1,0.5185185185185185
MONK's,CART,40,0.1,1,0.5185185185185185
MONK's,CART,40,1,1,0.5185185185185185
MONK's,CART,40,10,1,0.5185185185185185
MONK's,CART,40,0.01,2,0.39814814814814814
MONK's,CART,40,0.1,2,0.39814814814814814
MONK's,CART,40,1,2,0.39814814814814814
MONK's,CART,40,10,2,0.39814814814814814
MONK's,CART,40,0.01,3,0.5740740740740741
MONK's,CART,40,0.1,3,0.5740740740740741
MONK's,CART,40,1,3,0.5740740740740741
MONK's,CART,40,10,3,0.5740740740740741
MONK's,CART,40,0.01,4,0.5092592592592593
MONK's,CART,40,0.1,4,0.5092592592592593
MONK's,CART,40,1,4,0.5092592592592593
MONK's,CART,40,10,4,0.5092592592592593
Sonar,CART,20,0.01,1,0.6923076923076923
Sonar,CART,20,0.1,1,0.4807692307692308
Sonar,CART,20,1,1,0.4807692307692308
Sonar,CART,20,10,1,0.4807692307692308
Sonar,CART,20,0.01,2,0.6730769230769231
Sonar,CART,20,0.1,2,0.46153846153846156
Sonar,CART,20,1,2,0.46153846153846156
Sonar,CART,20,10,2,0.46153846153846156
Sonar,CART,20,0.01,3,0.6730769230769231
Sonar,CART,20,0.1,3,0.36538461538461536
Sonar,CART,20,1,3,0.36538461538461536
Sonar,CART,20,10,3,0.36538461538461536
Sonar,CART,20,0.01,4,0.7307692307692307
Sonar,CART,20,0.1,4,0.4807692307692308
Sonar,CART,20,1,4,0.4807692307692308
Sonar,CART,20,10,4,0.4807692307692308
Sonar,CART,30,0.01,1,0.6730769230769231
Sonar,CART,30,0.1,1,0.4807692307692308
Sonar,CART,30,1,1,0.4807692307692308
Sonar,CART,30,10,1,0.4807692307692308
Sonar,CART,30,0.01,2,0.5576923076923077
Sonar,CART,30,0.1,2,0.36538461538461536
Sonar,CART,30,1,2,0.36538461538461536
Sonar,CART,30,10,2,0.36538461538461536
Sonar,CART,30,0.01,3,0.6346153846153846
Sonar,CART,30,0.1,3,0.5384615384615384
Sonar,CART,30,1,3,0.5384615384615384
Sonar,CART,30,10,3,0.5384615384615384
Sonar,CART,30,0.01,4,0.5769230769230769
Sonar,CART,30,0.1,4,0.4807692307692308
Sonar,CART,30,1,4,0.4807692307692308
Sonar,CART,30,10,4,0.4807692307692308
Sonar,CART,40,0.01,1,0.5961538461538461
Sonar,CART,40,0.1,1,0.5
Sonar,CART,40,1,1,0.5
Sonar,CART,40,10,1,0.5
Sonar,CART,40,0.01,2,0.5192307692307693
Sonar,CART,40,0.1,2,0.5384615384615384
Sonar,CART,40,1,2,0.5384615384615384
Sonar,CART,40,10,2,0.5384615384615384
Sonar,CART,40,0.01,3,0.6153846153846154
Sonar,CART,40,0.1,3,0.5576923076923077
Sonar,CART,40,1,3,0.5576923076923077
Sonar,CART,40,10,3,0.5576923076923077
Sonar,CART,40,0.01,4,0.5192307692307693
Sonar,CART,40,0.1,4,0.5384615384615384
Sonar,CART,40,1,4,0.5384615384615384
Sonar,CART,40,10,4,0.5384615384615384
Wholesale,CART,20,0.01,1,0.9090909090909091
Wholesale,CART,20,0.1,1,0.7090909090909091
Wholesale,CART,20,1,1,0.7090909090909091
Wholesale,CART,20,10,1,0.7090909090909091
Wholesale,CART,20,0.01,2,0.8545454545454545
Wholesale,CART,20,0.1,2,0.6
Wholesale,CART,20,1,2,0.6
Wholesale,CART,20,10,2,0.6
Wholesale,CART,20,0.01,3,0.8818181818181818
Wholesale,CART,20,0.1,3,0.9
Wholesale,CART,20,1,3,0.6818181818181818
Wholesale,CART,20,10,3,0.6818181818181818
Wholesale,CART,20,0.01,4,0.8727272727272727
Wholesale,CART,20,0.1,4,0.9363636363636364
Wholesale,CART,20,1,4,0.7181818181818181
Wholesale,CART,20,10,4,0.7181818181818181
Wholesale,CART,30,0.01,1,0.8181818181818182
Wholesale,CART,30,0.1,1,0.7363636363636363
Wholesale,CART,30,1,1,0.7363636363636363
Wholesale,CART,30,10,1,0.7363636363636363
Wholesale,CART,30,0.01,2,0.7727272727272727
Wholesale,CART,30,0.1,2,0.6272727272727273
Wholesale,CART,30,1,2,0.6272727272727273
Wholesale,CART,30,10,2,0.6272727272727273
Wholesale,CART,30,0.01,3,0.7272727272727273
Wholesale,CART,30,0.1,3,0.6909090909090909
Wholesale,CART,30,1,3,0.6909090909090909
Wholesale,CART,30,10,3,0.6909090909090909
Wholesale,CART,30,0.01,4,0.7636363636363637
Wholesale,CART,30,0.1,4,0.6545454545454545
Wholesale,CART,30,1,4,0.6545454545454545
Wholesale,CART,30,10,4,0.6545454545454545
Wholesale,CART,40,0.01,1,0.8363636363636363
Wholesale,CART,40,0.1,1,0.6818181818181818
Wholesale,CART,40,1,1,0.6818181818181818
Wholesale,CART,40,10,1,0.6818181818181818
Wholesale,CART,40,0.01,2,0.6818181818181818
Wholesale,CART,40,0.1,2,0.6909090909090909
Wholesale,CART,40,1,2,0.6909090909090909
Wholesale,CART,40,10,2,0.6909090909090909
Wholesale,CART,40,0.01,3,0.8181818181818182
Wholesale,CART,40,0.1,3,0.6727272727272727
Wholesale,CART,40,1,3,0.6727272727272727
Wholesale,CART,40,10,3,0.6727272727272727
Wholesale,CART,40,0.01,4,0.8363636363636363
Wholesale,CART,40,0.1,4,0.6636363636363637
Wholesale,CART,40,1,4,0.6636363636363637
Wholesale,CART,40,10,4,0.6636363636363637
