Australian,CART,40,0.1,4,0.47093023255813954
Australian,CART,40,1,4,0.47093023255813954
Australian,CART,40,10,4,0.47093023255813954
BreastCancer,CART,20,0.01,1,0.9371428571428572
BreastCancer,CART,20,0.1,1,0.9371428571428572
BreastCancer,CART,20,1,1,0.6571428571428571
BreastCancer,CART,20,10,1,0.6571428571428571
BreastCancer,CART,20,0.01,2,0.9257142857142857
BreastCancer,CART,20,0.1,2,0.9257142857142857
BreastCancer,CART,20,1,2,0.6571428571428571
BreastCancer,CART,20,10,2,0.6571428571428571
BreastCancer,CART,20,0.01,3,0.8971428571428571
BreastCancer,CART,20,0.1,3,0.8457142857142858
BreastCancer,CART,20,1,3,0.6685714285714286
BreastCancer,CART,20,10,3,0.6685714285714286
BreastCancer,CART,20,0.01,4,0.9252873563218391
BreastCancer,CART,20,0.1,4,0.8563218390804598
BreastCancer,CART,20,1,4,0.6379310344827587
BreastCancer,CART,20,10,4,0.6379310344827587
BreastCancer,CART,30,0.01,1,0.9142857142857143
BreastCancer,CART,30,0.1,1,0.6914285714285714
BreastCancer,CART,30,1,1,0.6914285714285714
BreastCancer,CART,30,10,1,0.6914285714285714
BreastCancer,CART,30,0.01,2,0.92
BreastCancer,CART,30,0.1,2,0.6457142857142857
BreastCancer,CART,30,1,2,0.6457142857142857
BreastCancer,CART,30,10,2,0.6457142857142857
BreastCancer,CART,30,0.01,3,0.9028571428571428
BreastCancer,CART,30,0.1,3,0.6971428571428572
BreastCancer,CART,30,1,3,0.6971428571428572
BreastCancer,CART,30,10,3,0.6971428571428572
BreastCancer,CART,30,0.01,4,0.9195402298850575
BreastCancer,CART,30,0.1,4,0.5862068965517241
BreastCancer,CART,30,1,4,0.5862068965517241
BreastCancer,CART,30,10,4,0.5862068965517241
BreastCancer,CART,40,0.01,1,0.8914285714285715
BreastCancer,CART,40,0.1,1,0.6457142857142857
BreastCancer,CART,40,1,1,0.6457142857142857
BreastCancer,CART,40,10,1,0.6457142857142857
BreastCancer,CART,40,0.01,2,0.92
BreastCancer,CART,40,0.1,2,0.3028571428571429
BreastCancer,CART,40,1,2,0.3028571428571429
BreastCancer,CART,40,10,2,0.3028571428571429
BreastCancer,CART,40,0.01,3,0.8971428571428571
BreastCancer,CART,40,0.1,3,0.6285714285714286
BreastCancer,CART,40,1,3,0.6285714285714286
BreastCancer,CART,40,10,3,0.6285714285714286
BreastCancer,CART,40,0.01,4,0.9137931034482759
BreastCancer,CART,40,0.1,4,0.3505747126436782
BreastCancer,CART,40,1,4,0.3505747126436782
BreastCancer,CART,40,10,4,0.3505747126436782
Heart,CART,20,0.01,1,0.7058823529411765
Heart,CART,20,0.1,1,0.4264705882352941
Heart,CART,20,1,1,0.4264705882352941
Heart,CART,20,10,1,0.4264705882352941
Heart,CART,20,0.01,2,0.7205882352941176
Heart,CART,20,0.1,2,0.5735294117647058
Heart,CART,20,1,2,0.5735294117647058
Heart,CART,20,10,2,0.5735294117647058
Heart,CART,20,0.01,3,0.746268656716418
Heart,CART,20,0.1,3,0.5671641791044776
Heart,CART,20,1,3,0.5671641791044776
Heart,CART,20,10,3,0.5671641791044776
Heart,CART,20,0.01,4,0.6119402985074627
Heart,CART,20,0.1,4,0.5074626865671642
Heart,CART,20,1,4,0.5074626865671642
Heart,CART,20,10,4,0.5074626865671642
Heart,CART,30,0.01,1,0.7205882352941176
Heart,CART,30,0.1,1,0.4264705882352941
Heart,CART,30,1,1,0.4264705882352941
Heart,CART,30,10,1,0.4264705882352941
Heart,CART,30,0.01,2,0.7205882352941176
Heart,CART,30,0.1,2,0.5
Heart,CART,30,1,2,0.5
Heart,CART,30,10,2,0.5
Heart,CART,30,0.01,3,0.6716417910447762
Heart,CART,30,0.1,3,0.47761194029850745
Heart,CART,30,1,3,0.47761194029850745
Heart,CART,30,10,3,0.47761194029850745
Heart,CART,30,0.01,4,0.7611940298507462
Heart,CART,30,0.1,4,0.373134328358209
Heart,CART,30,1,4,0.373134328358209
Heart,CART,30,10,4,0.373134328358209
Heart,CART,40,0.01,1,0.6470588235294118
Heart,CART,40,0.1,1,0.29411764705882354
Heart,CART,40,1,1,0.29411764705882354
Heart,CART,40,10,1,0.29411764705882354
Heart,CART,40,0.01,2,0.5441176470588235
Heart,CART,40,0.1,2,0.5294117647058824
Heart,CART,40,1,2,0.5294117647058824
Heart,CART,40,10,2,0.5294117647058824
Heart,CART,40,0.01,3,0.6567164179104478
Heart,CART,40,0.1,3,0.5970149253731343
Heart,CART,40,1,3,0.5970149253731343
Heart,CART,40,10,3,0.5970149253731343
Heart,CART,40,0.01,4,0.7761194029850746
Heart,CART,40,0.1,4,0.582089552238806
Heart,CART,40,1,4,0.582089552238806
Heart,CART,40,10,4,0.582089552238806
Ionosphere,CART,20,0.01,1,0.7613636363636364
Ionosphere,CART,20,0.1,1,0.6022727272727273
Ionosphere,CART,20,1,1,0.6022727272727273
Ionosphere,CART,20,10,1,0.6022727272727273
Ionosphere,CART,20,0.01,2,0.8295454545454546
Ionosphere,CART,20,0.1,2,0.6704545454545454
Ionosphere,CART,20,1,2,0.6704545454545454
Ionosphere,CART,20,10,2,0.6704545454545454
Ionosphere,CART,20,0.01,3,0.8068181818181818
Ionosphere,CART,20,0.1,3,0.6818181818181818
Ionosphere,CART,20,1,3,0.6818181818181818
Ionosphere,CART,20,10,3,0.6818181818181818
Ionosphere,CART,20,0.01,4,0.9080459770114943
Ionosphere,CART,20,0.1,4,0.6091954022988506
Ionosphere,CART,20,1,4,0.6091954022988506
Ionosphere,CART,20,10,4,0.6091954022988506
Ionosphere,CART,30,0.01,1,0.8522727272727273
Ionosphere,CART,30,0.1,1,0.625
Ionosphere,CART,30,1,1,0.625
Ionosphere,CART,30,10,1,0.625
Ionosphere,CART,30,0.01,2,0.7954545454545454
Ionosphere,CART,30,0.1,2,0.5909090909090909
Ionosphere,CART,30,1,2,0.5909090909090909
Ionosphere,CART,30,10,2,0.5909090909090909
Ionosphere,CART,30,0.01,3,0.7954545454545454
Ionosphere,CART,30,0.1,3,0.625
Ionosphere,CART,30,1,3,0.625
Ionosphere,CART,30,10,3,0.625
Ionosphere,CART,30,0.01,4,0.8620689655172413
Ionosphere,CART,30,0.1,4,0.7241379310344828
Ionosphere,CART,30,1,4,0.7241379310344828
Ionosphere,CART,30,10,4,0.7241379310344828
Ionosphere,CART,40,0.01,1,0.8181818181818182
Ionosphere,CART,40,0.1,1,0.42045454545454547
Ionosphere,CART,40,1,1,0.42045454545454547
Ionosphere,CART,40,10,1,0.42045454545454547
Ionosphere,CART,40,0.01,2,0.5909090909090909
Ionosphere,CART,40,0.1,2,0.3522727272727273
Ionosphere,CART,40,1,2,0.3522727272727273
Ionosphere,CART,40,10,2,0.3522727272727273
Ionosphere,CART,40,0.01,3,0.7613636363636364
Ionosphere,CART,40,0.1,3,0.6590909090909091
Ionosphere,CART,40,1,3,0.6590909090909091
Ionosphere,CART,40,10,3,0.6590909090909091
Ionosphere,CART,40,0.01,4,0.7011494252873564
Ionosphere,CART,40,0.1,4,0.6781609195402298
Ionosphere,CART,40,1,4,0.6781609195402298
Ionosphere,CART,40,10,4,0.6781609195402298
MONK's,CART,20,0.01,1,0.6851851851851852
MONK's,CART,20,0.1,1,0.4166666666666667
MONK's,CART,20,1,1,0.4166666666666667
MONK's,CART,20,10,1,0.4166666666666667
MONK's,CART,20,0.01,2,0.7685185185185185
MONK's,CART,20,0.1,2,0.4537037037037037
MONK's,CART,20,1,2,0.4537037037037037
MONK's,CART,20,10,2,0.4537037037037037
MONK's,CART,20,0.01,3,0.8055555555555556
MONK's,CART,20,0.1,3,0.4722222222222222
MONK's,CART,20,1,3,0.4722222222222222
MONK's,CART,20,10,3,0.4722222222222222
MONK's,CART,20,0.01,4,0.7407407407407407
MONK's,CART,20,0.1,4,0.49074074074074076
MONK's,CART,20,1,4,0.49074074074074076
MONK's,CART,20,10,4,0.49074074074074076
MONK's,CART,30,0.01,1,0.8055555555555556
MONK's,CART,30,0.1,1,0.4537037037037037
MONK's,CART,30,1,1,0.4537037037037037
MONK's,CART,30,10,1,0.4537037037037037
MONK's,CART,30,0.01,2,0.7592592592592593
MONK's,CART,30,0.1,2,0.5
MONK's,CART,30,1,2,0.5
MONK's,CART,30,10,2,0.5
MONK's,CART,30,0.01,3,0.7685185185185185
MONK's,CART,30,0.1,3,0.5
MONK's,CART,30,1,3,0.5
MONK's,CART,30,10,3,0.5
MONK's,CART,30,0.01,4,0.75
MONK's,CART,30,0.1,4,0.4537037037037037
MONK's,CART,30,1,4,0.4537037037037037
MONK's,CART,30,10,4,0.4537037037037037
MONK's,CART,40,0.01,1,0.46296296296296297
MONK's,CART,40,0.1,1,0.46296296296296297
MONK's,CART,40,1,1,0.46296296296296297
MONK's,CART,40,10,1,0.46296296296296297
MONK's,CART,40,0.01,2,0.6481481481481481
MONK's,CART,40,0.1,2,0.4537037037037037
MONK's,CART,40,1,2,0.4537037037037037
MONK's,CART,40,10,2,0.4537037037037037
MONK's,CART,40,0.01,3,0.7777777777777778
MONK's,CART,40,0.1,3,0.5
MONK's,CART,40,1,3,0.5
MONK's,CART,40,10,3,0.5
MONK's,CART,40,0.01,4,0.8148148148148148
MONK's,CART,40,0.1,4,0.5833333333333334
MONK's,CART,40,1,4,0.5833333333333334
MONK's,CART,40,10,4,0.5833333333333334
Sonar,CART,20,0.01,1,0.5769230769230769
Sonar,CART,20,0.1,1,0.5
Sonar,CART,20,1,1,0.5
Sonar,CART,20,10,1,0.5
Sonar,CART,20,0.01,2,0.75
Sonar,CART,20,0.1,2,0.5576923076923077
Sonar,CART,20,1,2,0.5576923076923077
Sonar,CART,20,10,2,0.5576923076923077
Sonar,CART,20,0.01,3,0.6730769230769231
Sonar,CART,20,0.1,3,0.4423076923076923
Sonar,CART,20,1,3,0.4423076923076923
Sonar,CART,20,10,3,0.4423076923076923
Sonar,CART,20,0.01,4,0.5
Sonar,CART,20,0.1,4,0.5192307692307693
Sonar,CART,20,1,4,0.5192307692307693
Sonar,CART,20,10,4,0.5192307692307693
Sonar,CART,30,0.01,1,0.5961538461538461
Sonar,CART,30,0.1,1,0.46153846153846156
Sonar,CART,30,1,1,0.46153846153846156
Sonar,CART,30,10,1,0.46153846153846156
Sonar,CART,30,0.01,2,0.5384615384615384
Sonar,CART,30,0.1,2,0.36538461538461536
Sonar,CART,30,1,2,0.36538461538461536
Sonar,CART,30,10,2,0.36538461538461536
Sonar,CART,30,0.01,3,0.6730769230769231
Sonar,CART,30,0.1,3,0.4230769230769231
Sonar,CART,30,1,3,0.4230769230769231
Sonar,CART,30,10,3,0.4230769230769231
Sonar,CART,30,0.01,4,0.6346153846153846
Sonar,CART,30,0.1,4,0.46153846153846156
Sonar,CART,30,1,4,0.46153846153846156
Sonar,CART,30,10,4,0.46153846153846156
Sonar,CART,40,0.01,1,0.5576923076923077
Sonar,CART,40,0.1,1,0.6153846153846154
Sonar,CART,40,1,1,0.6153846153846154
Sonar,CART,40,10,1,0.6153846153846154
Sonar,CART,40,0.01,2,0.40384615384615385
Sonar,CART,40,0.1,2,0.5
Sonar,CART,40,1,2,0.5
Sonar,CART,40,10,2,0.5
Sonar,CART,40,0.01,3,0.5961538461538461
Sonar,CART,40,0.1,3,0.4423076923076923
Sonar,CART,40,1,3,0.4423076923076923
Sonar,CART,40,10,3,0.4423076923076923
Sonar,CART,40,0.01,4,0.6346153846153846
Sonar,CART,40,0.1,4,0.5384615384615384
Sonar,CART,40,1,4,0.5384615384615384
Sonar,CART,40,10,4,0.5384615384615384
Wholesale,CART,20,0.01,1,0.9
Wholesale,CART,20,0.1,1,0.9
Wholesale,CART,20,1,1,0.7363636363636363
Wholesale,CART,20,10,1,0.7363636363636363
Wholesale,CART,20,0.01,2,0.8636363636363636
Wholesale,CART,20,0.1,2,0.9
Wholesale,CART,20,1,2,0.6272727272727273
Wholesale,CART,20,10,2,0.6272727272727273
Wholesale,CART,20,0.01,3,0.8909090909090909
Wholesale,CART,20,0.1,3,0.9
Wholesale,CART,20,1,3,0.6909090909090909
Wholesale,CART,20,10,3,0.6909090909090909
Wholesale,CART,20,0.01,4,0.9090909090909091
Wholesale,CART,20,0.1,4,0.6545454545454545
Wholesale,CART,20,1,4,0.6545454545454545
Wholesale,CART,20,10,4,0.6545454545454545
Wholesale,CART,30,0.01,1,0.8636363636363636
Wholesale,CART,30,0.1,1,0.7545454545454545
Wholesale,CART,30,1,1,0.7545454545454545
Wholesale,CART,30,10,1,0.7545454545454545
Wholesale,CART,30,0.01,2,0.7363636363636363
Wholesale,CART,30,0.1,2,0.6363636363636364
Wholesale,CART,30,1,2,0.6363636363636364
Wholesale,CART,30,10,2,0.6363636363636364
Wholesale,CART,30,0.01,3,0.7818181818181819
Wholesale,CART,30,0.1,3,0.6181818181818182
Wholesale,CART,30,1,3,0.6181818181818182
Wholesale,CART,30,10,3,0.6181818181818182
Wholesale,CART,30,0.01,4,0.9090909090909091
Wholesale,CART,30,0.1,4,0.7
Wholesale,CART,30,1,4,0.7
Wholesale,CART,30,10,4,0.7
Wholesale,CART,40,0.01,1,0.8363636363636363
Wholesale,CART,40,0.1,1,0.3181818181818182
Wholesale,CART,40,1,1,0.3181818181818182
Wholesale,CART,40,10,1,0.3181818181818182
Wholesale,CART,40,0.01,2,0.44545454545454544
Wholesale,CART,40,0.1,2,0.7
Wholesale,CART,40,1,2,0.7
Wholesale,CART,40,10,2,0.7
Wholesale,CART,40,0.01,3,0.8090909090909091
Wholesale,CART,40,0.1,3,0.6363636363636364
Wholesale,CART,40,1,3,0.6363636363636364
Wholesale,CART,40,10,3,0.6363636363636364
Wholesale,CART,40,0.01,4,0.6363636363636364
Wholesale,CART,40,0.1,4,0.6909090909090909
Wholesale,CART,40,1,4,0.6909090909090909
Wholesale,CART,40,10,4,0.6909090909090909
