Sonar,0,OCT,0.1,0.6923076923076922
Sonar,20,OCT,0.001,0.673076923076923
Sonar,30,OCT,0.0001,0.6298076923076923
Sonar,40,OCT,0.1,0.6201923076923077
MONK's,0,CART,1e-05,0.7708333333333334
MONK's,0,OCT,0.001,0.7962962962962963
MONK's,20,OCT,0.01,0.7546296296296297
MONK's,30,OCT,0.01,0.775462962962963
MONK's,40,OCT,0.1,0.75
Ionosphere,0,OCT,0.001,0.8262800417972832
Ionosphere,20,OCT,0.01,0.7890543364681295
Ionosphere,30,OCT,0.1,0.760841170323929
Ionosphere,40,OCT,0.001,0.7581635318704284
